Table 1
date,temperaturemin,precipitation,,,,
2016-05-09,57.9,0.12,,,,
2016-05-11,63.0,0.0,,,,
2016-05-15,48.0,0.0,,,,
2016-05-18,57.0,0.1,,,,
2016-05-23,51.1,0.02,,,,
2016-05-27,68.0,0.0,,,,
2016-06-02,70.0,0.0,,,,
2016-06-04,69.1,0.61,,,,
2016-06-13,62.1,0.0,,,,
2016-06-15,70.0,0.45,,,,
2016-06-16,73.0,0.0,,,,
2016-06-18,59.0,0.0,,,,
2016-06-19,55.9,0.0,,,,
2016-06-29,69.1,0.91,,,,
2016-06-30,69.1,0.01,,,,
2016-07-01,72.0,0.0,,,,
2016-07-02,71.1,1.66,,,,
2016-07-04,69.1,0.02,,,,
2016-07-05,73.0,0.42,,,,
2016-07-06,72.0,0.0,,,,
2016-07-08,71.1,0.25,,,,
2016-07-23,72.0,0.0,,,,
2016-07-25,77.0,0.0,,,,
2016-08-03,73.0,0.0,,,,
2016-08-16,75.0,0.0,,,,
2016-08-23,64.9,0.0,,,,
2016-09-08,68.0,0.0,,,,
2016-09-26,64.9,0.02,,,,
2016-09-29,64.9,0.32,,,,
2016-10-06,59.0,0.02,,,,
2016-10-08,63.0,6.45,,,,
2016-10-14,53.1,0.0,,,,
2016-10-16,51.1,0.0,,,,
2016-11-26,32.0,0.0,,,,
2017-01-09,9.1,0.0,,,,
2017-01-11,39.9,0.0,,,,
2017-01-24,41.0,0.0,,,,
2017-02-10,26.2,0.0,,,,
2017-02-12,57.9,0.05,,,,
2017-03-06,34.0,0.0,,,,
2017-03-13,26.2,0.56,,,,
2017-03-15,24.3,0.0,,,,
2017-03-17,23.2,0.03,,,,
2017-03-22,39.0,0.0,,,,
2017-04-20,55.9,0.0,,,,
2017-04-21,63.0,0.21,,,,
2017-05-01,68.0,0.29,,,,
2017-05-30,68.0,0.06,,,,
2017-06-03,57.0,0.0,,,,
2017-06-05,66.9,1.54,,,,
2017-06-11,66.9,0.0,,,,
2017-06-25,66.9,0.0,,,,
2017-06-28,57.0,0.0,,,,
2017-07-13,78.1,0.0,,,,
2017-08-18,75.0,0.01,,,,
2017-08-19,73.0,0.05,,,,
2017-08-20,71.1,0.0,,,,
2017-08-30,59.0,0.0,,,,
2017-09-01,64.0,1.06,,,,
2017-09-05,64.0,0.06,,,,
2017-09-06,61.0,0.52,,,,
2017-10-02,46.9,0.0,,,,
2017-10-06,55.0,0.0,,,,
2017-10-11,73.0,1.12,,,,
2017-10-12,64.9,0.0,,,,
2017-10-13,63.0,0.0,,,,
2017-10-14,62.1,0.0,,,,
2017-10-26,39.9,0.0,,,,
2017-10-29,41.0,0.78,,,,
2017-11-19,34.0,0.08,,,,
2017-11-20,28.2,0.0,,,,
2017-12-04,33.1,0.0,,,,
2017-12-14,30.2,0.0,,,,
2018-01-01,13.1,0.0,,,,
2018-01-07,4.1,0.0,,,,
2018-01-14,21.2,0.0,,,,
2018-01-19,19.2,0.0,,,,
2018-01-20,26.2,0.0,,,,
2018-01-23,46.9,0.83,,,,
2018-01-24,34.0,0.0,,,,
2018-01-27,31.1,0.0,,,,
2018-01-28,52.0,1.3,,,,
2018-02-07,44.1,0.21,,,,
2018-02-17,39.9,0.06,,,,
2018-03-02,41.0,0.0,,,,
2018-03-03,35.1,0.0,,,,
2018-03-12,32.0,0.92,,,,
2018-03-20,36.0,1.05,,,,
2018-04-01,41.0,0.0,,,,
2018-04-04,48.0,0.0,,,,
2018-04-10,39.0,0.0,,,,
2018-04-11,37.9,0.0,,,,
2018-04-13,52.0,0.0,,,,
2018-04-15,61.0,3.31,,,,
2018-04-21,37.0,0.0,,,,
2018-04-26,48.0,0.18,,,,
2018-04-27,54.0,0.01,,,,
2018-05-01,45.0,0.0,,,,
2018-05-13,66.0,0.0,,,,
2018-05-14,68.0,0.0,,,,
2018-05-18,71.1,0.23,,,,
2018-05-25,64.9,0.0,,,,
2018-05-26,68.0,0.33,,,,
2018-06-07,62.1,0.0,,,,
2018-06-12,63.0,0.01,,,,
2018-06-16,64.9,0.0,,,,
2018-06-18,73.9,0.0,,,,
2018-06-20,73.0,0.0,,,,
2018-06-24,73.0,0.07,,,,
2018-06-26,66.0,0.74,,,,
2018-07-06,71.1,0.34,,,,
2018-07-08,62.1,0.0,,,,
2018-07-10,59.0,0.0,,,,
2018-07-16,73.9,0.0,,,,
2018-07-18,72.0,0.0,,,,
2018-07-19,63.0,0.0,,,,
2018-07-21,69.1,0.01,,,,
2018-07-23,70.0,0.02,,,,
2018-07-25,69.1,0.27,,,,
2018-08-01,73.0,0.02,,,,
2018-08-07,71.1,0.2,,,,
2018-08-09,69.1,0.0,,,,
2018-08-10,69.1,0.0,,,,
2018-08-13,66.9,0.08,,,,
2018-08-20,68.0,0.86,,,,
2018-08-27,69.1,0.0,,,,
2018-08-31,69.1,0.27,,,,
2018-09-10,66.9,0.26,,,,
2018-09-28,64.9,0.02,,,,
2018-10-01,60.1,0.0,,,,
2018-10-03,64.0,0.0,,,,
2018-10-04,66.0,0.0,,,,
2018-10-07,66.0,0.0,,,,
2018-10-08,69.1,0.0,,,,
2018-10-11,63.0,2.6,,,,
2018-10-13,48.0,0.0,,,,
2018-10-15,59.0,0.0,,,,
2018-10-17,53.1,0.0,,,,
2018-10-18,43.0,0.0,,,,
2018-10-25,36.0,0.0,,,,
2018-11-05,54.0,0.82,,,,
2018-11-06,57.0,0.03,,,,
2018-11-10,34.0,0.0,,,,
2018-11-24,36.0,0.72,,,,
2018-11-29,25.2,0.0,,,,
2018-12-02,57.9,0.0,,,,
2018-12-10,30.2,0.73,,,,
2018-12-17,36.0,0.0,,,,
2018-12-20,45.0,0.68,,,,
2018-12-22,34.0,0.0,,,,
2018-12-30,45.0,0.01,,,,
2019-01-07,39.9,0.0,,,,
2019-01-25,27.1,0.0,,,,
2019-02-04,37.0,0.0,,,,
2019-02-10,27.1,0.0,,,,
2019-02-16,34.0,0.45,,,,
2019-02-18,37.9,0.42,,,,
2019-02-19,33.1,0.25,,,,
2019-02-21,35.1,0.14,,,,
2019-02-24,41.0,0.05,,,,
2019-03-02,37.0,0.0,,,,
2019-03-16,39.9,0.0,,,,
2019-03-19,33.1,0.0,,,,
2019-03-21,44.1,0.58,,,,
2019-03-26,39.0,0.06,,,,
2019-04-02,31.1,0.35,,,,
2019-04-13,64.0,0.93,,,,
2019-04-14,66.0,0.28,,,,
2019-04-17,48.0,0.0,,,,
2019-04-20,48.9,0.02,,,,
2019-05-01,63.0,0.0,,,,
2019-05-05,63.0,0.36,,,,
2019-05-07,57.9,0.0,,,,
2019-05-09,63.0,0.0,,,,
2019-05-12,64.9,0.0,,,,
2019-05-27,68.0,0.0,,,,
2019-06-04,57.0,0.0,,,,
2019-06-09,70.0,0.09,,,,
2019-06-10,72.0,0.14,,,,
2019-06-22,63.0,0.01,,,,
2019-06-25,70.0,0.0,,,,
2019-07-12,73.0,0.08,,,,
2019-07-13,73.0,0.0,,,,
2019-07-16,71.1,0.0,,,,
2019-07-18,73.9,0.02,,,,
2019-08-05,68.0,0.22,,,,
2019-08-15,72.0,0.0,,,,
2019-08-30,57.0,0.0,,,,
2019-08-31,62.1,0.0,,,,
2019-09-03,68.0,0.0,,,,
2019-09-05,70.0,0.93,,,,
2019-09-08,66.0,0.0,,,,
2019-09-21,55.0,0.0,,,,
2019-09-24,64.0,0.0,,,,
2019-09-25,63.0,0.0,,,,
2019-09-28,71.1,0.0,,,,
2019-10-05,57.9,0.0,,,,
2019-10-06,57.0,0.0,,,,
2019-10-21,50.0,0.0,,,,
2019-10-23,44.1,0.0,,,,
2019-10-25,52.0,0.0,,,,
2019-10-26,53.1,0.0,,,,
2019-11-02,36.0,0.0,,,,
2019-11-04,33.1,0.0,,,,
2019-11-08,33.1,0.1,,,,
2019-11-09,27.1,0.0,,,,
2019-11-10,29.1,0.0,,,,
2019-11-12,29.1,0.94,,,,
2019-11-21,31.1,0.0,,,,
2019-11-28,41.0,0.0,,,,
2019-11-29,33.1,0.0,,,,
2019-12-02,37.9,0.0,,,,
2019-12-03,35.1,0.0,,,,
2019-12-04,33.1,0.0,,,,
2019-12-21,30.0,0.0,,,,
2020-01-03,46.0,1.53,,,,
2020-01-05,37.0,0.0,,,,
2020-01-16,46.0,0.0,,,,
2020-01-19,32.0,0.01,,,,
2020-01-23,25.0,0.0,,,,
2020-01-27,30.9,0.12,,,,
2020-01-28,34.0,0.0,,,,
2020-01-31,28.0,0.6,,,,
2020-02-09,30.9,0.0,,,,
2020-02-13,50.0,0.57,,,,
2020-02-16,30.9,0.05,,,,
2007-01-05,57.0,0.86,,,,
2007-01-11,24.1,0.0,,,,
2007-01-25,30.9,0.0,,,,
2007-01-31,25.0,0.0,,,,
2007-02-06,15.1,0.0,,,,
2007-02-18,26.1,0.0,,,,
2007-02-19,19.0,0.0,,,,
2007-02-25,42.1,0.56,,,,
2007-02-27,34.0,0.0,,,,
2007-03-03,41.0,0.0,,,,
2007-03-04,34.0,0.0,,,,
2007-03-05,26.1,0.0,,,,
2007-03-07,35.1,0.0,,,,
2007-03-13,44.1,0.0,,,,
2007-03-19,26.1,0.0,,,,
2007-03-27,59.0,0.04,,,,
2007-04-04,55.9,0.0,,,,
2007-04-14,48.9,0.01,,,,
2007-04-22,48.9,0.0,,,,
2007-04-23,52.0,0.0,,,,
2007-04-24,57.9,0.0,,,,
2007-05-03,57.0,0.0,,,,
2007-05-05,55.0,0.01,,,,
2007-05-08,50.0,0.04,,,,
2007-05-14,44.1,0.0,,,,
2007-05-17,55.9,0.01,,,,
2007-05-20,46.9,0.0,,,,
2007-05-27,61.0,0.0,,,,
2007-05-30,63.0,0.0,,,,
2007-06-13,64.0,0.18,,,,
2007-06-16,57.9,0.03,,,,
2007-06-21,62.1,0.0,,,,
2007-06-26,69.1,0.53,,,,
2007-07-01,66.0,0.0,,,,
2007-07-02,63.0,0.0,,,,
2007-07-05,64.9,0.0,,,,
2007-07-06,71.1,0.0,,,,
2007-07-20,72.0,0.0,,,,
2007-07-22,57.9,0.0,,,,
2007-07-27,69.1,1.18,,,,
2007-08-05,72.0,0.03,,,,
2007-08-10,75.0,0.05,,,,
2007-08-11,73.0,0.0,,,,
2007-08-12,66.9,0.0,,,,
2007-08-28,71.1,0.0,,,,
2007-08-31,68.0,0.0,,,,
2007-09-03,59.0,0.0,,,,
2007-09-21,66.0,0.0,,,,
2007-09-23,66.0,0.0,,,,
2007-09-27,64.9,0.0,,,,
2007-10-06,68.0,0.0,,,,
2007-10-10,64.0,0.04,,,,
2007-11-02,46.9,0.0,,,,
2007-11-04,35.1,0.0,,,,
2007-11-08,32.0,0.0,,,,
2007-11-11,30.0,0.0,,,,
2007-11-16,34.0,0.0,,,,
2007-11-21,46.9,0.0,,,,
2007-11-22,51.1,0.0,,,,
2007-11-24,25.0,0.0,,,,
2007-12-05,36.0,0.0,,,,
2007-12-18,21.0,0.0,,,,
2007-12-19,28.9,0.02,,,,
2007-12-20,28.0,0.0,,,,
2007-12-21,39.9,0.01,,,,
2007-12-24,32.0,0.0,,,,
2007-12-25,30.9,0.0,,,,
2008-01-07,43.0,0.0,,,,
2008-01-08,50.0,0.0,,,,
2008-01-11,48.9,0.0,,,,
2008-01-22,24.1,0.15,,,,
2008-01-23,37.0,0.0,,,,
2008-01-24,30.0,0.0,,,,
2008-01-31,27.0,0.0,,,,
2008-02-01,36.0,0.83,,,,
2008-02-04,41.0,0.0,,,,
2008-02-06,61.0,0.0,,,,
2008-02-10,37.9,0.0,,,,
2008-02-11,27.0,0.0,,,,
2008-03-06,37.9,0.0,,,,
2008-03-08,35.1,0.2,,,,
2008-03-09,28.0,0.0,,,,
2008-03-13,37.0,0.0,,,,
2008-03-19,57.0,0.08,,,,
2008-03-24,36.0,0.0,,,,
2008-04-02,51.1,0.0,,,,
2008-04-05,60.1,0.25,,,,
2008-04-13,46.0,0.0,,,,
2008-04-20,48.0,0.43,,,,
2008-04-27,63.0,1.16,,,,
2008-05-08,64.9,0.07,,,,
2008-05-16,57.9,0.39,,,,
2008-05-19,52.0,0.0,,,,
2008-05-27,63.0,0.0,,,,
2008-06-07,73.9,0.0,,,,
2008-06-08,73.0,0.0,,,,
2008-06-26,72.0,0.0,,,,
2008-07-02,55.9,0.0,,,,
2008-07-12,68.0,0.0,,,,
2008-07-16,64.9,0.0,,,,
2008-07-21,72.0,0.0,,,,
2008-07-25,63.0,0.0,,,,
2008-08-09,64.0,0.0,,,,
2008-08-21,70.0,0.0,,,,
2008-08-22,64.0,0.0,,,,
2008-08-23,66.0,0.0,,,,
2008-08-25,69.1,0.0,,,,
2008-09-01,64.9,0.0,,,,
2008-09-03,61.0,0.0,,,,
2008-09-07,69.1,0.0,,,,
2008-09-20,53.1,0.0,,,,
2008-09-29,64.0,0.0,,,,
2008-10-27,35.1,0.0,,,,
2008-10-31,30.9,0.0,,,,
2008-11-10,34.0,0.0,,,,
2008-11-11,33.1,0.0,,,,
2008-11-22,21.0,0.0,,,,
2008-11-23,26.1,0.0,,,,
2008-12-06,26.1,0.06,,,,
2008-12-13,25.0,0.0,,,,
2008-12-15,54.0,0.0,,,,
2008-12-22,21.0,0.0,,,,
2008-12-25,37.9,0.31,,,,
2008-12-29,39.0,0.02,,,,
2009-01-06,43.0,0.9,,,,
2009-01-08,36.0,0.0,,,,
2009-01-12,30.0,0.0,,,,
2009-01-13,32.0,0.0,,,,
2009-01-25,30.0,0.0,,,,
2009-01-26,33.1,0.0,,,,
2009-01-27,39.9,0.11,,,,
2009-01-31,26.1,0.0,,,,
2009-02-02,37.0,0.11,,,,
2009-02-04,25.0,0.0,,,,
2009-02-08,44.1,0.0,,,,
2009-02-11,54.0,0.04,,,,
2009-02-21,21.9,0.0,,,,
2009-02-22,30.9,0.01,,,,
2009-02-24,23.0,0.0,,,,
2009-02-28,37.9,0.72,,,,
2009-03-07,48.9,0.0,,,,
2009-03-13,39.0,0.53,,,,
2009-03-25,42.1,0.01,,,,
2009-03-31,39.0,0.0,,,,
2009-04-07,41.0,0.0,,,,
2009-04-08,32.0,0.0,,,,
2009-04-12,44.1,0.0,,,,
2009-04-13,45.0,0.0,,,,
2009-04-17,36.0,0.0,,,,
2009-04-21,50.0,0.0,,,,
2009-04-25,66.0,0.0,,,,
2009-04-26,61.0,0.0,,,,
2009-05-04,66.9,0.29,,,,
2009-05-11,48.0,0.07,,,,
2009-05-21,60.1,0.0,,,,
2009-05-26,69.1,0.69,,,,
2009-05-28,68.0,0.65,,,,
2009-06-06,63.0,0.0,,,,
2009-06-16,66.0,0.42,,,,
2009-06-21,72.0,0.0,,,,
2009-06-22,68.0,0.0,,,,
2009-06-26,69.1,0.0,,,,
2009-06-30,64.0,0.0,,,,
2009-07-03,64.9,0.0,,,,
2009-07-04,60.1,0.0,,,,
2009-07-21,68.0,0.0,,,,
2009-07-28,69.1,0.0,,,,
2009-08-29,71.1,0.0,,,,
2009-08-30,69.1,0.01,,,,
2009-09-02,57.0,0.0,,,,
2009-09-17,64.9,0.37,,,,
2009-09-19,62.1,0.0,,,,
2009-10-01,51.1,0.0,,,,
2009-10-11,55.9,0.01,,,,
2009-10-13,52.0,0.0,,,,
2009-10-18,39.9,0.0,,,,
2009-10-20,35.1,0.0,,,,
2009-10-22,46.0,0.0,,,,
2009-10-23,60.1,0.0,,,,
2009-10-24,57.9,0.27,,,,
2009-10-28,54.0,0.04,,,,
2009-11-01,48.9,0.92,,,,
2009-11-02,42.1,0.03,,,,
2009-11-04,37.9,0.0,,,,
2009-11-10,55.9,0.88,,,,
2009-11-11,48.0,2.97,,,,
2009-11-24,48.0,0.0,,,,
2009-12-03,39.0,0.0,,,,
2009-12-13,36.0,0.29,,,,
2009-12-20,26.1,0.0,,,,
2010-01-04,17.1,0.0,,,,
2010-01-07,19.9,0.0,,,,
2010-01-08,21.9,0.05,,,,
2010-01-18,39.0,0.0,,,,
2010-01-22,37.0,0.01,,,,
2010-01-25,46.9,0.86,,,,
2010-02-07,21.9,0.0,,,,
2010-02-08,21.9,0.0,,,,
2010-02-23,39.9,0.0,,,,
2010-02-26,28.9,0.0,,,,
2010-03-05,25.0,0.0,,,,
2010-03-14,45.0,0.22,,,,
2010-03-16,39.0,0.0,,,,
2010-03-21,52.0,0.0,,,,
2010-03-25,48.9,0.0,,,,
2010-03-26,36.0,0.06,,,,
2010-03-29,52.0,1.52,,,,
2010-04-01,43.0,0.0,,,,
2010-04-03,55.0,0.0,,,,
2010-04-05,57.9,0.0,,,,
2010-04-15,37.9,0.0,,,,
2010-04-16,50.0,0.0,,,,
2010-04-22,44.1,0.0,,,,
2010-05-05,55.9,0.0,,,,
2010-05-12,64.0,0.0,,,,
2010-05-25,64.0,0.0,,,,
2010-06-03,70.0,0.0,,,,
2010-06-04,70.0,0.0,,,,
2010-06-10,73.9,0.0,,,,
2010-06-21,69.1,0.0,,,,
2010-06-23,73.0,0.05,,,,
2010-06-30,69.1,0.18,,,,
2010-07-05,64.0,0.0,,,,
2010-07-09,72.0,0.4,,,,
2010-07-12,73.9,0.14,,,,
2010-07-18,71.1,0.01,,,,
2010-07-31,64.0,0.12,,,,
2010-08-16,73.9,0.0,,,,
2010-08-23,72.0,0.0,,,,
2010-09-02,66.0,0.0,,,,
2010-09-08,71.1,0.0,,,,
2010-09-11,66.0,0.1,,,,
2010-09-14,60.1,0.0,,,,
2010-09-27,69.1,0.7,,,,
2010-10-04,53.1,0.0,,,,
2010-10-06,44.1,0.0,,,,
2010-10-11,57.9,0.0,,,,
2010-10-24,46.9,0.0,,,,
2010-10-29,44.1,0.0,,,,
2010-11-03,45.0,0.02,,,,
2010-11-05,39.9,0.0,,,,
2010-11-11,39.9,0.0,,,,
2010-11-12,36.0,0.0,,,,
2010-11-13,32.0,0.0,,,,
2010-11-19,34.0,0.0,,,,
2010-11-20,39.9,0.0,,,,
2010-11-24,46.0,0.0,,,,
2010-11-29,27.0,0.0,,,,
2010-12-12,36.0,0.4,,,,
2010-12-13,25.0,0.0,,,,
2010-12-14,16.0,0.0,,,,
2010-12-19,28.9,0.0,,,,
2010-12-21,28.0,0.0,,,,
2011-01-01,39.0,0.28,,,,
2011-01-08,24.1,0.0,,,,
2011-01-10,26.1,0.12,,,,
2011-01-12,26.1,0.0,,,,
2011-01-16,25.0,0.0,,,,
2011-01-21,28.0,0.0,,,,
2011-01-22,17.1,0.0,,,,
2011-01-27,28.0,0.0,,,,
2011-02-02,44.1,0.18,,,,
2011-02-04,33.1,0.45,,,,
2011-02-09,24.1,0.0,,,,
2011-02-11,21.0,0.0,,,,
2011-02-22,33.1,0.0,,,,
2011-02-25,41.0,0.05,,,,
2011-02-26,33.1,0.0,,,,
2011-02-28,57.0,0.62,,,,
2011-03-01,39.9,0.0,,,,
2011-03-13,45.0,0.0,,,,
2011-03-24,50.0,0.04,,,,
2011-03-26,39.0,0.34,,,,
2011-03-27,35.1,0.07,,,,
2011-04-08,53.1,0.06,,,,
2011-04-10,52.0,0.0,,,,
2011-04-12,57.0,0.0,,,,
2011-04-14,43.0,0.0,,,,
2011-04-17,45.0,0.0,,,,
2011-04-25,66.0,0.0,,,,
2011-04-28,61.0,0.01,,,,
2011-05-08,53.1,0.12,,,,
2011-05-09,50.0,0.0,,,,
2011-05-19,53.1,0.0,,,,
2011-05-21,55.0,0.0,,,,
2011-05-24,70.0,0.0,,,,
2011-05-28,64.9,0.0,,,,
2011-06-01,70.0,0.0,,,,
2011-06-05,69.1,0.0,,,,
2011-06-09,73.9,0.0,,,,
2011-06-14,64.0,0.0,,,,
2011-06-15,57.9,0.0,,,,
2011-06-20,69.1,0.0,,,,
2011-07-05,70.0,0.0,,,,
2011-07-06,73.0,0.22,,,,
2011-07-07,70.0,0.06,,,,
2011-07-11,73.9,0.0,,,,
2011-07-17,68.0,0.0,,,,
2011-07-22,78.1,0.0,,,,
2011-07-25,73.9,0.07,,,,
2011-07-29,75.0,0.0,,,,
2011-08-06,73.0,4.31,,,,
2011-08-12,71.1,0.0,,,,
2011-08-18,69.1,0.0,,,,
2011-08-31,62.1,0.0,,,,
2011-09-13,63.0,0.0,,,,
2011-09-17,55.0,0.23,,,,
2011-09-18,57.0,0.0,,,,
2011-09-20,64.0,0.0,,,,
2011-09-23,66.0,0.68,,,,
2011-10-09,52.0,0.0,,,,
2011-10-10,55.9,0.0,,,,
2011-10-16,44.1,0.0,,,,
2011-10-23,39.9,0.0,,,,
2011-11-03,36.0,0.17,,,,
2011-11-04,46.9,1.43,,,,
2011-11-07,37.9,0.0,,,,
2011-11-12,32.0,0.0,,,,
2011-11-14,55.9,0.0,,,,
2011-11-22,61.0,0.0,,,,
2011-11-23,48.9,0.18,,,,
2011-11-24,37.9,0.0,,,,
2011-11-26,39.0,0.0,,,,
2011-11-28,60.1,0.02,,,,
2011-12-06,60.1,0.0,,,,
2011-12-07,44.1,0.54,,,,
2011-12-10,36.0,0.0,,,,
2011-12-13,30.9,0.0,,,,
2011-12-15,43.0,0.0,,,,
2011-12-21,55.0,0.25,,,,
2011-12-23,45.0,0.0,,,,
2011-12-30,36.0,0.0,,,,
2012-01-02,32.0,0.0,,,,
2012-01-04,19.0,0.0,,,,
2012-01-07,39.0,0.0,,,,
2012-01-17,42.1,0.1,,,,
2012-01-21,36.0,0.42,,,,
2012-01-28,32.0,0.0,,,,
2012-01-31,36.0,0.0,,,,
2012-02-01,46.9,0.0,,,,
2012-02-02,48.9,0.02,,,,
2012-02-06,30.9,0.0,,,,
2012-02-07,32.0,0.0,,,,
2012-02-21,28.0,0.0,,,,
2012-02-22,41.0,0.0,,,,
2012-02-27,33.1,0.24,,,,
2012-02-28,41.0,0.0,,,,
2012-03-06,27.0,0.0,,,,
2012-03-13,57.0,0.02,,,,
2012-03-18,57.9,0.87,,,,
2012-03-19,53.1,0.33,,,,
2012-03-21,60.1,0.04,,,,
2012-03-25,55.9,0.03,,,,
2012-04-10,46.0,0.0,,,,
2012-04-11,43.0,0.0,,,,
2012-04-14,42.1,0.0,,,,
2012-04-18,55.0,0.31,,,,
2012-04-23,39.9,0.01,,,,
2012-05-04,62.1,0.0,,,,
2012-05-05,64.0,1.58,,,,
2012-05-08,61.0,0.0,,,,
2012-05-17,61.0,0.0,,,,
2012-05-20,52.0,0.0,,,,
2012-06-06,57.0,0.04,,,,
2012-06-14,57.0,0.0,,,,
2012-06-19,66.9,0.0,,,,
2012-06-28,60.1,0.0,,,,
2012-07-05,72.0,0.0,,,,
2012-07-11,68.0,0.45,,,,
2012-07-20,73.9,0.14,,,,
2012-07-26,75.9,0.0,,,,
2012-07-27,73.9,0.14,,,,
2012-08-02,72.0,0.05,,,,
2012-08-03,70.0,0.0,,,,
2012-08-14,66.0,0.0,,,,
2012-08-15,71.1,0.0,,,,
2012-08-16,69.1,0.0,,,,
2012-08-18,66.9,0.0,,,,
2012-08-22,69.1,0.13,,,,
2012-09-03,71.1,0.91,,,,
2012-09-05,73.9,0.0,,,,
2012-09-09,60.1,0.02,,,,
2012-09-12,53.1,0.0,,,,
2012-09-23,53.1,0.0,,,,
2012-09-30,57.9,0.0,,,,
2012-10-11,46.0,0.0,,,,
2012-10-13,42.1,0.0,,,,
2012-10-20,46.0,0.0,,,,
2012-10-28,51.1,0.03,,,,
2012-11-06,33.1,0.0,,,,
2012-11-08,34.0,0.0,,,,
2012-11-13,39.9,0.18,,,,
2012-11-14,33.1,0.0,,,,
2012-12-01,34.0,0.0,,,,
2012-12-06,37.0,0.0,,,,
2012-12-15,32.0,0.0,,,,
2012-12-22,32.0,0.0,,,,
2012-12-23,25.0,0.0,,,,
2012-12-27,34.0,0.0,,,,
2013-01-01,43.0,0.21,,,,
2013-01-14,57.9,0.0,,,,
2013-01-17,33.1,1.41,,,,
2013-01-19,26.1,0.0,,,,
2013-01-22,25.0,0.0,,,,
2013-01-26,27.0,0.0,,,,
2013-01-30,61.0,0.35,,,,
2013-02-02,19.0,0.0,,,,
2013-02-05,39.0,0.0,,,,
2013-02-12,46.9,0.0,,,,
2013-02-16,32.0,0.39,,,,
2013-02-21,25.0,0.0,,,,
2013-02-23,36.0,0.92,,,,
2013-03-01,28.0,0.0,,,,
2013-03-02,26.1,0.0,,,,
2013-03-03,27.0,0.0,,,,
2013-03-12,48.0,0.65,,,,
2013-03-26,32.0,0.0,,,,
2013-04-06,39.0,0.0,,,,
2013-04-08,52.0,0.0,,,,
2013-04-16,57.9,0.0,,,,
2013-04-19,64.0,0.57,,,,
2013-04-23,46.9,0.13,,,,
2013-04-24,48.9,0.0,,,,
2013-04-26,46.0,0.0,,,,
2013-05-10,55.9,0.0,,,,
2013-05-12,52.0,0.0,,,,
2013-05-15,55.0,0.0,,,,
2013-05-23,64.9,0.18,,,,
2013-06-01,66.9,0.0,,,,
2013-06-07,68.0,5.14,,,,
2013-06-15,57.0,0.0,,,,
2013-06-23,66.9,0.04,,,,
2013-06-29,68.0,0.1,,,,
2013-07-02,72.0,0.3,,,,
2013-07-08,72.0,0.0,,,,
2013-07-10,73.0,0.04,,,,
2013-07-18,73.0,0.0,,,,
2013-07-30,62.1,0.0,,,,
2013-07-31,70.0,0.51,,,,
2013-08-04,66.0,0.0,,,,
2013-08-06,66.9,0.14,,,,
2013-08-10,73.0,0.08,,,,
2013-08-15,59.0,0.0,,,,
2013-08-21,70.0,0.01,,,,
2013-08-23,66.9,0.0,,,,
2013-08-25,60.1,0.0,,,,
2013-08-29,72.0,0.0,,,,
2013-09-03,71.1,0.3,,,,
2013-09-04,68.0,0.0,,,,
2013-09-06,64.0,0.0,,,,
2013-09-07,59.0,0.0,,,,
2013-09-14,57.9,0.0,,,,
2013-09-17,57.9,0.0,,,,
2013-09-19,54.0,0.0,,,,
2013-09-22,57.0,0.43,,,,
2013-09-30,51.1,0.0,,,,
2013-10-03,59.0,0.0,,,,
2013-10-05,61.0,0.0,,,,
2013-10-07,63.0,0.86,,,,
2013-10-08,57.9,0.0,,,,
2013-10-11,59.0,0.02,,,,
2013-10-14,55.9,0.11,,,,
2013-10-15,54.0,0.0,,,,
2013-10-16,61.0,0.0,,,,
2013-10-18,55.9,0.0,,,,
2013-10-24,35.1,0.0,,,,
2013-10-29,50.0,0.0,,,,
2013-11-02,50.0,0.0,,,,
2013-11-17,52.0,0.08,,,,
2013-11-18,54.0,0.06,,,,
2013-11-19,41.0,0.0,,,,
2013-11-26,37.0,0.83,,,,
2013-11-27,30.2,0.71,,,,
2013-11-30,27.1,0.0,,,,
2013-12-05,55.0,0.03,,,,
2013-12-11,24.3,0.0,,,,
2013-12-24,29.1,0.0,,,,
2013-12-27,26.2,0.0,,,,
2013-12-29,43.0,1.94,,,,
2013-12-31,32.0,0.0,,,,
2014-01-12,39.0,0.0,,,,
2014-01-22,18.1,0.0,,,,
2014-01-27,33.1,0.0,,,,
2014-01-28,18.1,0.18,,,,
2014-02-03,39.9,0.18,,,,
2014-02-04,37.9,0.48,,,,
2014-02-13,30.2,0.39,,,,
2014-02-20,52.0,0.0,,,,
2014-02-28,26.2,0.0,,,,
2014-03-05,30.2,0.0,,,,
2014-03-06,30.2,0.55,,,,
2014-03-07,33.1,1.72,,,,
2014-03-10,34.0,0.0,,,,
2014-03-13,29.1,0.0,,,,
2014-03-20,39.0,0.0,,,,
2014-03-24,30.2,0.0,,,,
2014-03-29,55.9,0.49,,,,
2014-04-03,50.0,0.0,,,,
2014-04-05,53.1,0.0,,,,
2014-04-06,44.1,0.0,,,,
2014-04-07,43.0,1.42,,,,
2014-04-09,45.0,0.07,,,,
2014-04-13,59.0,0.0,,,,
2014-04-26,48.9,0.0,,,,
2014-05-11,60.1,0.0,,,,
2014-05-14,68.0,0.0,,,,
2014-05-28,64.0,0.0,,,,
2014-05-29,64.9,0.08,,,,
2014-05-30,63.0,0.0,,,,
